setID	setSize	setScore	N	setP	setQ	setName	setID.orig
1276	40	11.410861495475	40	0.0202	0.181651607722032	Netrin-1 signaling	1042
474	55	12.0883155244471	55	0.022	0.193474302633469	Fc-epsilon receptor I signaling in mast cells	536
550	52	11.4114609013484	52	0.022	0.193474302633469	Signaling events mediated by focal adhesion kinase	1563
995	19	9.50972457490884	19	0.022	0.193474302633469	GABA synthesis, release, reuptake and degradation	610
107	34	16.2751335517665	34	0.0227	0.195487890986895	Allograft rejection	78
1154	25	10.879035487006	25	0.0231	0.195487890986895	Laminin interactions	869
711	11	7.02058647330627	11	0.0232	0.195487890986895	CD28 dependent Vav1 pathway	232
697	43	12.8277639925517	43	0.0233	0.195487890986895	Bile acid and bile salt metabolism	182
1529	12	7.76954816042738	12	0.0233	0.195487890986895	Repression of WNT target genes	1379
777	64	13.7118823125674	64	0.0234	0.195487890986895	Collagen biosynthesis and modifying enzymes	306
176	46	11.6626134357452	46	0.0235	0.195487890986895	Endocrine and other factor-regulated calcium reabsorption	468
1001	16	8.48734189973712	16	0.0236	0.195487890986895	GRB2 events in ERBB2 signaling	686
460	17	8.43898076606945	17	0.0237	0.195487890986895	EPHA2 forward signaling	484
325	120	11.3129121580919	120	0.0241	0.196374040338786	Platelet activation	1213
1779	635	-43.0656061146447	635	0.0242	0.196374040338786	Transmembrane transport of small molecules	1774
1377	37	11.1782016587277	37	0.0243	0.196374040338786	Platelet Aggregation (Plug Formation)	1216
1557	13	7.61679571864892	13	0.0246	0.197464193682286	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	1482
100	66	11.714097377888	66	0.025	0.199337160289028	Adipocytokine signaling pathway	62
1281	46	12.18776382733	46	0.0255	0.201682303351252	Neurotransmitter Release Cycle	1048
719	28	9.58644050376174	28	0.0258	0.201682303351252	COPI-independent Golgi-to-ER retrograde traffic	329
1243	15	7.89396668820465	15	0.0258	0.201682303351252	N-Glycan antennae elongation	1013
282	15	7.90177807705255	15	0.0263	0.204255869439017	N-glycan biosynthesis, complex type	1016
1601	348	-11.5212419527154	348	0.0268	0.206796228222424	Signaling by EGFR	1512
663	37	11.0280228737721	37	0.0271	0.207770655532026	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	101
1670	19	8.44702903754584	19	0.0276	0.20968250658251	Syndecan interactions	1637
779	39	13.2001141402799	39	0.0277	0.20968250658251	Collagen degradation	308
1564	14	7.80787063248854	14	0.0284	0.211718350369092	SHC1 events in ERBB4 signaling	1498
225	90	11.4366188982927	90	0.0285	0.211718350369092	GnRH signaling pathway	677
747	127	14.7363609931255	127	0.0285	0.211718350369092	Cell surface interactions at the vascular wall	248
1656	250	-5.90814634673778	290	0.029	0.214102875865993	Signalling to ERKs*	1578
1797	11	7.16833058039211	11	0.0293	0.214990630544854	Type I hemidesmosome assembly	1808
1539	123	10.2227413623164	123	0.0317	0.227314305592752	Response to elevated platelet cytosolic Ca2+*	1389
469	33	10.7007410557793	33	0.0319	0.227314305592752	FAS (CD95) signaling pathway	521
419	147	6.55663528488842	147	0.0321	0.227314305592752	mTOR signaling pathway (KEGG)	997
421	24	8.89771925111845	24	0.0322	0.227314305592752	ALK1 signaling events	76
1823	20	8.07960361115685	20	0.0323	0.227314305592752	VxPx cargo-targeting to cilium	1857
1306	105	10.4726109793589	105	0.0324	0.227314305592752	O-linked glycosylation	1101
1666	32	10.2014746461654	32	0.0324	0.227314305592752	Striated Muscle Contraction	1612
1274	19	8.36369064707005	19	0.0325	0.227314305592752	Nephrin interactions	1039
1424	82	10.2204468163854	82	0.033	0.228143108307674	RAB GEFs exchange GTP for GDP on RABs	1298
1820	43	11.3037538563915	43	0.033	0.228143108307674	Voltage gated Potassium channels	1854
791	54	10.7722902249266	54	0.0336	0.23031985034538	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants*	323
610	14	8.59687193600508	14	0.0337	0.23031985034538	Acetylcholine Binding And Downstream Events*	13
1425	56	10.2636918154053	56	0.034	0.23104989033501	RAB geranylgeranylation	1299
718	80	10.176020236906	80	0.0342	0.231095962097789	COPI-dependent Golgi-to-ER retrograde traffic	328
337	22	8.25563687155507	22	0.0344	0.231141516200311	Protein export	1269
1346	35	9.20499123085123	35	0.0348	0.232522899823179	PLC-gamma1 signalling	1223
1524	18	7.66492386834824	18	0.0351	0.233224477538163	Regulation of signaling by CBL	1360
1254	44	10.3596060401531	44	0.0354	0.233918303013202	NOTCH1 Intracellular Domain Regulates Transcription	1081
1596	12	7.49258683187881	12	0.0357	0.234604504032472	Signal regulatory protein (SIRP) family interactions	1503
508	29	8.70021126876016	29	0.0378	0.247047365866402	Noncanonical Wnt signaling pathway	1069
1211	25	9.27037411398479	25	0.0388	0.250841572515058	MicroRNA (miRNA) biogenesis	958
1824	25	9.26215968889692	25	0.0388	0.250841572515058	WNT ligand biogenesis and trafficking	1858
549	63	9.30077324389201	63	0.0396	0.251728392993265	Signaling events mediated by VEGFR1 and VEGFR2	1573
538	23	8.68274601509673	23	0.0397	0.251728392993265	S1P2 pathway	1464
709	31	9.00774914814015	31	0.0397	0.251728392993265	CD28 co-stimulation	230
766	180	1.1462758403401	180	0.0399	0.251728392993265	Cilium Assembly	284
1646	322	-13.4856235773617	322	0.0401	0.251728392993265	Signaling by VEGF*	1560
519	46	9.57095574025076	46	0.0402	0.251728392993265	Presenilin action in Notch and Wnt signaling	1245
1210	15	7.45997229861929	15	0.0407	0.252218313692128	Methylation	955
1334	10	6.29185199313902	10	0.0407	0.252218313692128	PI3K events in ERBB4 signaling	1199
92	16	7.02178223375927	16	0.0416	0.25646677942341	2-Oxocarboxylic acid metabolism	2
434	63	9.00570340729249	63	0.0422	0.258731497844535	BCR signaling pathway	174
106	36	9.30149999741031	36	0.0424	0.258731497844535	Aldosterone-regulated sodium reabsorption	75
513	21	7.55818692913825	21	0.043	0.260519853051007	PDGFR-alpha signaling pathway	1157
894	47	9.28534247470908	47	0.0434	0.260519853051007	EPH-ephrin mediated repulsion of cells	480
797	10	5.98039952400209	10	0.0435	0.260519853051007	Creatine metabolism	334
388	14	6.677055831852	14	0.0437	0.260519853051007	Thiamine metabolism	1702
1777	62	10.3579253175151	62	0.0438	0.260519853051007	Translocation of GLUT4 to the plasma membrane	1772
427	15	6.5747306959291	15	0.044	0.260519853051007	Arf6 downstream pathway	128
1807	13	6.1525324950086	13	0.0444	0.261483451437961	Uptake and function of anthrax toxins	1822
863	803	-80.9038777071667	803	0.0446	0.261483451437961	Disease	408
446	48	9.60813826549211	48	0.045	0.262428339176624	Caspase cascade in apoptosis	227
1692	19	6.93516432060531	19	0.0452	0.262428339176624	Synthesis, secretion, and deacylation of Ghrelin	1664
504	33	8.69041835045036	33	0.046	0.264956282910488	N-cadherin signaling events	1012
394	107	10.0396789021075	107	0.0463	0.264956282910488	Toxoplasmosis	1732
1546	128	5.70175959786204	128	0.0463	0.264956282910488	Rho GTPase cycle	1402
74	52	9.78306912260856	49	0.0471	0.26659016483514	Human Cytomegalovirus (dsDNA)	750
114	28	8.54148941331449	28	0.0473	0.26659016483514	Antifolate resistance	100
723	26	7.46815035270911	26	0.0474	0.26659016483514	CREB phosphorylation through the activation of Ras	337
1287	43	9.44073665764232	43	0.0475	0.26659016483514	Non-integrin membrane-ECM interactions	1067
484	27	8.22212586198185	27	0.0477	0.26659016483514	IGF1 pathway	763
814	14	6.15948552248415	14	0.0481	0.267575369578668	DCC mediated attractive signaling	366
953	355	-19.2316720725702	355	0.0485	0.268551452056052	Fc epsilon receptor (FCERI) signaling	533
1837	12	5.97720508636575	12	0.0494	0.272274351657456	eNOS activation	477
1209	11	10.8691327607812	11	0.0498	0.272367047194918	Metallothioneins bind metals*	952
228	94	6.90379291759378	94	0.05	0.272367047194918	HIF-1 signaling pathway	724
892	35	8.1674256225792	35	0.0501	0.272367047194918	EGFR interacts with phospholipase C-gamma	462
1213	17	6.88293789345861	17	0.0507	0.272693235275391	Miscellaneous transport and binding events	962
461	32	8.08857471633107	32	0.051	0.272693235275391	EPHB forward signaling	485
441	73	8.85495424670617	73	0.0512	0.272693235275391	CXCR4-mediated signaling events	343
561	55	8.42164155565716	55	0.0513	0.272693235275391	TCR signaling in naive CD4+ T cells	1680
1643	323	-15.8463238336612	323	0.0513	0.272693235275391	Signaling by SCF-KIT	1556
1394	18	6.78803897083916	18	0.0521	0.275400024083526	Pre-NOTCH Processing in Golgi	1242
1571	105	6.58159377269266	105	0.0524	0.275400024083526	SRP-dependent cotranslational protein targeting to membrane	1602
796	65	10.4300375382878	65	0.0525	0.275400024083526	Costimulation by the CD28 family	333
909	41	7.78632956078675	41	0.0528	0.27576424619897	Elastic fibre formation	466
885	40	8.17454723585332	40	0.0532	0.276645311148947	Dual Incision in GG-NER	447
122	68	8.19656720435341	68	0.0549	0.283539926273187	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	134
1148	41	7.84794719911189	41	0.055	0.283539926273187	Kinesins	864
1114	28	8.75473018505273	28	0.0559	0.28551867299271	Interaction between L1 and Ankyrins	816
1855	88	6.84737138094794	88	0.056	0.28551867299271	p75 NTR receptor-mediated signalling	1137
148	61	7.63140656328677	61	0.0561	0.28551867299271	Central carbon metabolism in cancer	257
1542	14	6.00332074563552	14	0.0564	0.285829216278844	Retrograde neurotrophin signalling	1397
927	252	-9.3026731417831	252	0.0569	0.286547167915478	FCERI mediated MAPK activation	538
498	33	7.60441599193819	33	0.0571	0.286547167915478	Internalization of ErbB1	833
1111	27	7.92678687802717	27	0.0574	0.286547167915478	Integrin alphaIIb beta3 signaling	813
211	35	7.99847642762126	35	0.0575	0.286547167915478	Glycine, serine and threonine metabolism	654
1012	420	-32.0715971493392	420	0.0579	0.287343275868915	Gastrin-CREB signalling pathway via PKC and MAPK	624
1322	21	6.71681770676471	21	0.0582	0.287638580053424	PCNA-Dependent Long Patch Base Excision Repair	1154
1089	10	5.19245528656282	10	0.0588	0.287913591998105	Import of palmitoyl-CoA into the mitochondrial matrix	780
135	70	7.79555284884606	70	0.0593	0.287913591998105	Bile secretion	185
495	43	7.64670793682418	43	0.0594	0.287913591998105	Insulin Pathway	804
488	36	7.63810654496821	36	0.0595	0.287913591998105	IL2 signaling events mediated by PI3K	771
534	25	6.94417610943945	25	0.0597	0.287913591998105	Retinoic acid receptors-mediated signaling	1392
1648	324	-9.13849058962384	324	0.0597	0.287913591998105	Signaling by Wnt	1561
1706	13	5.69821559189945	13	0.0602	0.288480738370282	TNFR1-induced proapoptotic signaling	1718
1233	21	6.63296490004253	21	0.0603	0.288480738370282	Mitotic Spindle Checkpoint*	984
1641	396	-20.5544364257425	396	0.0614	0.291886556137506	Signaling by Rho GTPases	1554
1584	14	5.89241902405972	14	0.0615	0.291886556137506	Sema3A PAK dependent Axon repulsion	1481
1741	28	7.18821567509013	28	0.0621	0.293355238252121	The role of Nef in HIV-1 replication and disease pathogenesis	1700
738	50	7.19751704436318	50	0.0623	0.293355238252121	Cargo trafficking to the periciliary membrane	224
483	40	6.99693171519082	40	0.0631	0.295957054452652	IFN-gamma pathway	762
1366	10	5.00824382532333	10	0.064	0.299005740433543	Phenylalanine and tyrosine catabolism	1177
99	66	6.28360189906768	66	0.0649	0.301305784590724	Adherens junction	60
153	93	5.55838927717312	93	0.0653	0.301305784590724	Choline metabolism in cancer	274
183	98	4.73206018688331	98	0.0653	0.301305784590724	Estrogen signaling pathway	508
1475	18	6.10209758539112	18	0.0655	0.301305784590724	Ras activation uopn Ca2+ infux through NMDA receptor	1306
407	43	6.84507450284912	43	0.0668	0.304690260213648	Vasopressin-regulated water reabsorption	1833
1426	24	6.40205446244816	24	0.0668	0.304690260213648	RAF activation	1301
510	58	6.81650512257336	58	0.067	0.304690260213648	Notch signaling pathway (PID)	1078
1636	11	5.0358754326738	11	0.0673	0.304895247442082	Signaling by NOTCH4	1549
1270	15	5.90809290884455	15	0.0682	0.307806664114228	Negative regulation of TCF-dependent signaling by WNT ligand antagonists	1035
1184	62	6.88464042142239	62	0.0693	0.311595455820218	Macroautophagy	903
84	14	6.83216860573561	11	0.0696	0.311772277665536	Murine Gammaherpesvirus (dsDNA)	1003
559	15	5.54137003290194	15	0.07	0.312394057169373	Syndecan-3-mediated signaling events	1640
954	82	5.84876404376916	82	0.0705	0.313455831978658	Fcgamma receptor (FCGR) dependent phagocytosis	540
1647	33	6.67679031108179	33	0.0712	0.314493807563913	Signaling by WNT in cancer	1562
1125	258	-13.7116761310432	258	0.072	0.314493807563913	Interleukin-3, 5 and GM-CSF signaling	828
1518	122	2.07791777559545	122	0.0723	0.314493807563913	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)*	1346
539	28	6.9864697522885	28	0.0724	0.314493807563913	S1P3 pathway	1465
562	46	6.95968730341799	46	0.0725	0.314493807563913	TCR signaling in naive CD8+ T cells	1681
621	11	4.91098636407039	11	0.0725	0.314493807563913	Activation of Ca-permeable Kainate Receptor*	26
1082	52	6.02263797988272	52	0.0726	0.314493807563913	IRE1alpha activates chaperones*	847
1420	24	6.36984287122744	24	0.0729	0.314493807563913	Pyrimidine metabolism (REACTOME)	1292
810	33	6.56814245772808	33	0.0731	0.314493807563913	DAG and IP3 signaling	362
720	78	5.11494746187079	78	0.0741	0.316569713997471	COPI-mediated anterograde transport	330
852	13	5.23239062860969	13	0.0747	0.316569713997471	Depolarization of the Presynaptic Terminal Triggers the Opening of Calcium Channels	393
489	28	6.77357585226575	28	0.0748	0.316569713997471	IL2 signaling events mediated by STAT5	772
532	26	6.21219052445301	26	0.0748	0.316569713997471	Regulation of p38-alpha and p38-beta	1353
95	117	1.93972087407014	117	0.0754	0.316569713997471	AMPK signaling pathway	94
494	42	6.65160009032489	42	0.0755	0.316569713997471	IL6-mediated signaling events	777
1437	11	4.80209484160849	11	0.0755	0.316569713997471	RHO GTPases activate KTN1	1407
349	204	-7.69722001297601	204	0.0757	0.316569713997471	Rap1 signaling pathway	1304
222	26	6.97999104812685	26	0.0767	0.31839519117838	Glycosphingolipid biosynthesis - lacto and neolacto series	671
572	60	5.98929379259821	60	0.0771	0.31839519117838	Validated targets of C-MYC transcriptional repression	1826
10	15	5.40654703652032	15	0.0772	0.31839519117838	TCA cycle	1677
1768	83	4.46015786091274	83	0.0773	0.31839519117838	Transcriptional regulation of white adipocyte differentiation	1763
913	11	5.99770713200853	11	0.0776	0.31839519117838	Endosomal/Vacuolar pathway	474
365	107	3.68136231292075	107	0.0779	0.31839519117838	Serotonergic synapse	1489
94	93	4.49905385020178	93	0.078	0.31839519117838	AGE-RAGE signaling pathway in diabetic complications	70
570	22	5.95198215803934	22	0.0789	0.319206128248785	VEGFR3 signaling in lymphatic endothelium	1839
416	191	-6.39118262530947	191	0.0791	0.319206128248785	cAMP signaling pathway	214
825	31	6.24680542690791	31	0.0791	0.319206128248785	DNA strand elongation	428
154	111	2.55092170926161	111	0.0797	0.319206128248785	Cholinergic synapse	275
689	37	6.35471266938404	37	0.0797	0.319206128248785	Base Excision Repair*	170
194	138	1.35739659010992	138	0.0798	0.319206128248785	Fluid shear stress and atherosclerosis	558
478	64	5.17457378673446	64	0.081	0.322926199668226	HIF-1-alpha transcription factor network	725
126	119	1.40856997105554	119	0.0815	0.323559854217489	Autophagy - animal	157
1389	84	5.98712757396918	84	0.0817	0.323559854217489	Post-translational modification: synthesis of GPI-anchored proteins	1233
97	11	5.6694768522909	11	0.0829	0.326152314236062	Acylglycerol degradation	53
1745	18	5.48816487747629	18	0.0829	0.326152314236062	Tie2 Signaling	1710
19	13	4.79837455760594	13	0.0836	0.326576399616376	fatty acid beta-oxidation	523
1635	11	4.58285973807787	11	0.0838	0.326576399616376	Signaling by NOTCH3	1548
406	117	2.73808474642445	117	0.0839	0.326576399616376	Vascular smooth muscle contraction	1831
1172	276	-17.2489249841018	276	0.0841	0.326576399616376	MAPK family signaling cascades	910
982	47	6.44289899504633	47	0.0844	0.326680705405709	G-protein mediated events*	597
1387	34	5.85297441253851	34	0.0848	0.326989611012579	Post NMDA receptor activation events	1231
278	60	5.44163849720437	60	0.0851	0.326989611012579	Mitophagy - animal	977
1598	13	4.82890082484396	13	0.0853	0.326989611012579	Signaling by Activin	1508
