setID	setSize	setScore	N	setP	setQ	setName	setID.orig
735	135	54.2479412687467	135	0.0059	0.140896416080066	Cardiac conduction	220
1489	26	29.4024873235098	26	0.0066	0.153989654044256	Regulation of Complement cascade	1331
653	13	13.479206177158	13	0.007	0.153989654044256	Advanced glycosylation endproduct receptor signaling	67
242	61	41.320381882913	61	0.0072	0.153989654044256	Inflammatory bowel disease (IBD)	786
115	68	57.7060298199491	68	0.0073	0.153989654044256	Antigen processing and presentation	103
1506	19	16.4828488039024	19	0.0074	0.153989654044256	Regulation of TP53 Activity through Methylation	1368
1236	194	64.2504264883199	194	0.0075	0.153989654044256	Muscle contraction	1005
394	107	51.9880799194301	107	0.0077	0.153989654044256	Toxoplasmosis	1732
757	46	41.822121379272	46	0.0077	0.153989654044256	Chemokine receptors bind chemokines	266
231	90	50.256980543825	90	0.0078	0.153989654044256	Hematopoietic cell lineage	707
878	92	45.179923242157	92	0.008	0.153989654044256	Downstream TCR signaling	443
591	13	13.1294736742447	13	0.0081	0.153989654044256	AMER1 mutants destabilize the destruction complex*	85
181	191	64.4591329683459	191	0.0083	0.153989654044256	Epstein-Barr virus infection	493
388	14	13.8941027873415	14	0.0084	0.153989654044256	Thiamine metabolism	1702
1217	14	13.3032006552284	14	0.0085	0.153989654044256	Misspliced GSK3beta mutants stabilize beta-catenin*	967
1678	27	18.9341266174	27	0.0096	0.170532033466176	Synthesis of PC	1656
782	43	30.7493513246345	43	0.0098	0.170532033466176	Complement cascade	314
769	295	82.935934930923	295	0.0099	0.170532033466176	Class A/1 (Rhodopsin-like receptors)	293
250	43	31.0534171536756	43	0.0109	0.184729144756696	Intestinal immune network for IgA production	834
229	247	72.5934700624817	247	0.0118	0.193399452973571	HTLV-I infection	749
386	88	42.403978977449	88	0.0118	0.193399452973571	Th1 and Th2 cell differentiation	1693
240	80	35.6143803632725	80	0.012	0.193399452973571	Hypertrophic cardiomyopathy (HCM)	760
139	141	48.3817143020531	141	0.0122	0.193399452973571	Breast cancer	196
726	22	16.4372935431872	22	0.0126	0.193399452973571	CTLA4 inhibitory signaling	341
1120	90	47.6605335695277	90	0.0127	0.193399452973571	Interferon gamma signaling	822
1247	36	21.9014962693412	36	0.0127	0.193399452973571	NCAM1 interactions	1023
1441	20	14.9282816988724	20	0.0145	0.217655964791966	RIP-mediated NFkB activation via ZBP1	1419
61	10	11.9735484359439	10	0.0153	0.219828574240888	triacylglycerol degradation	1790
135	70	30.9927067013331	70	0.0155	0.219828574240888	Bile secretion	185
166	258	87.8458983085311	258	0.0155	0.219828574240888	Cytokine-cytokine receptor interaction	352
235	150	48.2623012685899	150	0.0156	0.219828574240888	Hippo signaling pathway	728
815	13	11.620573152175	13	0.0158	0.219828574240888	DEx/H-box helicases activate type I IFN and inflammatory cytokines production	402
125	49	40.6453467341546	49	0.0159	0.219828574240888	Autoimmune thyroid disease	156
421	24	16.2583407399315	24	0.0163	0.222121189735319	ALK1 signaling events	76
234	171	62.7376952247582	171	0.0166	0.222121189735319	Herpes simplex infection	719
890	55	26.3414685227115	55	0.0167	0.222121189735319	ECM proteoglycans	457
1395	29	19.049125610333	29	0.0176	0.228061148061801	Pre-NOTCH Transcription and Translation	1243
260	61	27.0849860316966	61	0.0177	0.228061148061801	Longevity regulating pathway - multiple species	891
852	13	11.4576871658556	13	0.0183	0.228061148061801	Depolarization of the Presynaptic Terminal Triggers the Opening of Calcium Channels	393
1137	53	26.2381316574439	53	0.0183	0.228061148061801	Ion homeostasis	842
1708	27	20.2106514169002	27	0.0186	0.228061148061801	TNFs bind their physiological receptors	1720
43	10	9.55832261562414	10	0.0189	0.228061148061801	reactive oxygen species degradation	1310
1483	13	11.5234536385546	13	0.0189	0.228061148061801	Reduction of cytosolic Ca++ levels	1317
379	124	77.7483523627513	124	0.0191	0.228061148061801	Systemic lupus erythematosus	1667
1337	86	34.3544606179449	86	0.0191	0.228061148061801	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	1203
1272	93	35.6446743108089	93	0.0195	0.229566673509967	Negative regulation of the PI3K/AKT network	1036
423	54	25.1295690179009	54	0.02	0.229566673509967	ATF-2 transcription factor network	144
719	28	16.7304529662	28	0.0201	0.229566673509967	COPI-independent Golgi-to-ER retrograde traffic	329
1293	12	10.8496595175871	12	0.0201	0.229566673509967	Notch-HLH transcription pathway	1079
1662	79	31.3062196167594	79	0.022	0.247038721594403	Sphingolipid metabolism (REACTOME)	1596
477	26	16.3727379565776	26	0.0221	0.247038721594403	Glypican 1 network	676
817	36	18.8178622473768	36	0.0225	0.248359784276726	DNA Damage Recognition in GG-NER	419
97	11	12.0685527711658	11	0.0228	0.248359784276726	Acylglycerol degradation	53
1057	23	16.0454932379456	23	0.0232	0.248359784276726	HSF1-dependent transactivation	748
381	84	33.0104070921809	84	0.0234	0.248359784276726	TGF-beta signaling pathway	1692
1420	24	14.8907678897507	24	0.0234	0.248359784276726	Pyrimidine metabolism (REACTOME)	1292
561	55	24.7392832520823	55	0.024	0.250564161060247	TCR signaling in naive CD4+ T cells	1680
1663	16	12.1363447546235	16	0.0243	0.250564161060247	Spry regulation of FGF signaling	1601
805	722	134.180728520365	722	0.0246	0.250564161060247	Cytokine Signaling in Immune system	351
307	330	76.5010041653081	330	0.0247	0.250564161060247	PI3K-Akt signaling pathway	1200
219	18	14.1432915408015	18	0.0248	0.250564161060247	Glycosaminoglycan degradation	667
1264	32	18.3191884469692	32	0.0253	0.251395094364939	Negative regulation of FGFR1 signaling	1029
1699	110	39.9974984666436	110	0.0255	0.251395094364939	TCR signaling	1679
1830	24	14.5374040643295	24	0.0256	0.251395094364939	ZBP1(DAI) mediated induction of type I IFNs	1866
1696	25	14.6293980796371	25	0.0266	0.256422275509421	TAK1 activates NFkB by phosphorylation and activation of IKKs complex	1670
1750	118	37.7103963615095	118	0.0266	0.256422275509421	Toll Like Receptor 4 (TLR4) Cascade	1724
804	65	33.3965433753854	65	0.0269	0.256956853732459	Cytochrome P450 - arranged by substrate type	350
1548	129	41.3279344233596	135	0.0273	0.258428424179836	Role of LAT2/NTAL/LAB on calcium mobilization*	1454
209	50	23.3854945277675	50	0.0279	0.259923094070986	Glycerolipid metabolism	651
906	26	14.674325031064	26	0.028	0.259923094070986	Effects of PIP2 hydrolysis	459
391	72	27.8234395005219	72	0.0282	0.259923094070986	Thyroid hormone synthesis	1708
1382	16	11.3899970002555	16	0.0285	0.260403987862052	Platelet sensitization by LDL	1220
1377	37	18.8590453200641	37	0.029	0.262688233369614	Platelet Aggregation (Plug Formation)	1216
79	61	26.3378114106888	55	0.0304	0.271076597124274	Human T-lymphotropic virus (ssRNART)	756
323	138	41.05183283374	138	0.0307	0.271076597124274	Phospholipase D signaling pathway	1184
396	12	10.047350672827	12	0.0307	0.271076597124274	Triacylglycerol biosynthesis	1789
314	381	77.4135605686281	381	0.0313	0.271806337337816	Pathways in cancer	1149
1636	11	9.48969243207841	11	0.0313	0.271806337337816	Signaling by NOTCH4	1549
85	14	10.7259691150707	14	0.032	0.273195762704399	Murine Leukemia Virus (ssRNART)	1004
862	30	16.7126920284272	30	0.0322	0.273195762704399	Disassembly of the destruction complex and recruitment of AXIN to the membrane	407
325	120	38.2637688984198	120	0.0326	0.273195762704399	Platelet activation	1213
1237	78	27.805693644963	78	0.0335	0.273195762704399	MyD88 cascade initiated on plasma membrane*	1006
60	16	11.4014477727992	16	0.0337	0.273195762704399	triacylglycerol biosynthesis	1788
44	17	12.5695665101789	17	0.0338	0.273195762704399	retinol biosynthesis	1394
1059	82	29.5480205733525	82	0.0338	0.273195762704399	Hedgehog 'on' state	703
433	28	14.9397819420421	28	0.034	0.273195762704399	BARD1 signaling events	166
130	74	26.893513931204	74	0.0342	0.273195762704399	Bacterial invasion of epithelial cells	165
513	21	12.6664894601413	21	0.0344	0.273195762704399	PDGFR-alpha signaling pathway	1157
1654	221	53.8481960327242	221	0.0347	0.273195762704399	Signaling by the B Cell Receptor (BCR)	1558
1828	24	20.1491900665808	24	0.0348	0.273195762704399	Xenobiotics	1864
615	107	33.5316554574275	107	0.0349	0.273195762704399	Activated TLR4 signalling	20
1640	39	18.4962104789495	39	0.0351	0.273195762704399	Signaling by Retinoic Acid	1553
891	24	13.7164954817065	24	0.0355	0.27427742013592	EGFR downregulation	461
1240	93	30.8383160858401	93	0.0362	0.277644205780439	MyD88-independent TLR3/TLR4 cascade*	1009
407	43	19.0840084848183	43	0.0366	0.278677951922547	Vasopressin-regulated water reabsorption	1833
1276	40	18.3444806353161	40	0.0374	0.279017501930428	Netrin-1 signaling	1042
186	38	21.0174816173863	38	0.0376	0.279017501930428	Fat digestion and absorption	522
904	13	9.95473968892519	13	0.0377	0.279017501930428	ERKs are inactivated	506
1241	87	28.8850350801042	87	0.0379	0.279017501930428	MyD88:Mal cascade initiated on plasma membrane*	1010
302	18	11.366622048195	18	0.0383	0.279017501930428	Other glycan degradation	1118
896	41	18.589698738217	41	0.0385	0.279017501930428	EPHB-mediated forward signaling	486
609	25	14.58222444044	25	0.0389	0.279017501930428	Abortive elongation of HIV-1 transcript in the absence of Tat	12
1132	40	18.4957706158868	40	0.0391	0.279017501930428	Intraflagellar transport	837
1379	30	16.4844842919179	30	0.0391	0.279017501930428	Platelet calcium homeostasis	1217
1698	227	64.8959277211131	227	0.0393	0.279017501930428	TCF dependent signaling in response to WNT	1678
372	125	37.0251270926487	125	0.0397	0.279965714490568	Spliceosome	1600
145	69	26.5866991543507	69	0.0403	0.279974813888131	Cardiac muscle contraction	221
1154	25	14.6493610166503	25	0.0409	0.279974813888131	Laminin interactions	869
1378	263	59.4712916819892	263	0.0409	0.279974813888131	Platelet activation, signaling and aggregation	1214
1012	420	79.74502520186	420	0.041	0.279974813888131	Gastrin-CREB signalling pathway via PKC and MAPK	624
880	191	47.4159246590777	191	0.0411	0.279974813888131	Downstream signaling events of B Cell Receptor (BCR)	437
1266	28	14.9080802869761	28	0.0413	0.279974813888131	Negative regulation of FGFR3 signaling	1031
1072	20	13.1821662753712	20	0.0419	0.280627917599734	Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis	742
1062	596	107.51858817691	596	0.0423	0.280627917599734	Hemostasis	709
339	197	47.9577144679128	197	0.0427	0.280627917599734	Proteoglycans in cancer	1276
295	48	20.0968018012795	48	0.0433	0.280627917599734	Notch signaling pathway (KEGG)	1077
106	36	17.0417270994835	36	0.0435	0.280627917599734	Aldosterone-regulated sodium reabsorption	75
682	15	11.3828916786311	15	0.0435	0.280627917599734	Attenuation phase	148
1831	10	8.02824038866882	10	0.0435	0.280627917599734	Zinc influx into cells by the SLC39 gene family	1867
1648	324	76.3193791036669	324	0.0436	0.280627917599734	Signaling by Wnt	1561
1510	59	23.0402979706647	59	0.0438	0.280627917599734	Regulation of actin dynamics for phagocytic cup formation	1323
1318	18	11.0007586113731	18	0.0443	0.282111242139973	Other semaphorin interactions	1119
1267	30	15.5450084093283	30	0.0451	0.283273159259397	Negative regulation of FGFR4 signaling	1032
417	154	39.4552077079553	154	0.0455	0.283273159259397	cGMP-PKG signaling pathway	262
1355	30	15.3804619242017	30	0.0458	0.283273159259397	Pausing and recovery of Tat-mediated HIV elongation*	1151
1524	18	10.9464542173035	18	0.0458	0.283273159259397	Regulation of signaling by CBL	1360
525	25	13.6485369391997	25	0.0459	0.283273159259397	Regulation of CDC42 activity	1329
1076	12	9.79144715231413	12	0.0461	0.283273159259397	Hyaluronan uptake and degradation	759
1503	155	40.515581900568	155	0.047	0.287124348101671	Regulation of TP53 Activity	1365
913	11	9.43543516629502	11	0.0477	0.289716271253886	Endosomal/Vacuolar pathway	474
1798	98	32.4469491091789	98	0.048	0.289862878200953	UCH proteinases	1817
899	78	27.3093593547108	78	0.0487	0.29134513155539	ER-Phagosome pathway	496
953	355	69.3564531155867	355	0.0488	0.29134513155539	Fc epsilon receptor (FCERI) signaling	533
259	87	27.1163028502394	87	0.0494	0.29144568207534	Longevity regulating pathway	890
289	28	14.523003675857	28	0.0496	0.29144568207534	Nicotinate and nicotinamide metabolism	1057
131	55	21.6172173903692	55	0.0498	0.29144568207534	Basal cell carcinoma	167
155	69	23.400538801058	69	0.0502	0.29144568207534	Chronic myeloid leukemia	282
1357	13	10.274495728597	13	0.0506	0.29144568207534	Peptide hormone biosynthesis	1164
244	162	46.9091660999463	162	0.0508	0.29144568207534	Influenza A	788
1592	33	16.0174317030266	33	0.051	0.29144568207534	Sialic acid metabolism	1500
1246	262	56.382959577039	262	0.0511	0.29144568207534	NCAM signaling for neurite out-growth	1022
566	42	17.7419801290766	42	0.0514	0.29144568207534	Thromboxane A2 receptor signaling	1704
1672	23	12.2415701436495	23	0.0519	0.29144568207534	Synthesis and interconversion of nucleotide di- and triphosphates	1643
1394	18	10.6499453504176	18	0.0523	0.29144568207534	Pre-NOTCH Processing in Golgi	1242
1601	348	66.933448944907	348	0.0526	0.29144568207534	Signaling by EGFR	1512
1222	92	28.6506700585648	92	0.0527	0.29144568207534	Mitochondrial translation	971
1223	86	28.6506700585648	92	0.0527	0.29144568207534	Mitochondrial translation elongation*	972
1393	46	19.1000675664191	46	0.0533	0.293220583007339	Pre-NOTCH Expression and Processing	1241
527	42	17.1521201874425	42	0.0547	0.299355132610789	Regulation of RhoA activity	1359
809	24	12.2526939531523	24	0.0552	0.300526227606273	Cytosolic tRNA aminoacylation	357
1172	276	56.8719248305805	276	0.0558	0.301215840930491	MAPK family signaling cascades	910
112	65	22.3708356104099	65	0.0559	0.301215840930491	Amphetamine addiction	93
183	98	29.1517942468072	98	0.0564	0.301891451953709	Estrogen signaling pathway	508
176	46	18.5791831115586	46	0.0566	0.301891451953709	Endocrine and other factor-regulated calcium reabsorption	468
811	349	67.4723819884541	361	0.057	0.302489480849859	DAP12 interactions*	363
1033	11	9.13367848535463	11	0.0574	0.303081499405344	Glycoprotein hormones	662
1595	10	7.47129988160647	10	0.0581	0.304462069505465	Signal attenuation	1502
128	166	40.545940277574	166	0.0587	0.304462069505465	Axon guidance (KEGG)	161
1539	123	33.838130197987	123	0.059	0.304462069505465	Response to elevated platelet cytosolic Ca2+*	1389
1644	72	24.0022423137008	72	0.059	0.304462069505465	Signaling by TGF-beta Receptor Complex	1557
276	47	20.5946416919354	47	0.0594	0.304462069505465	Mineral absorption	960
1637	360	66.905452285938	360	0.0594	0.304462069505465	Signaling by PDGF	1550
943	23	12.4493441574041	23	0.0599	0.305073677787706	FRS-mediated FGFR1 signaling	581
1035	38	16.2611965028735	38	0.0601	0.305073677787706	Glycosphingolipid metabolism	672
400	45	17.4579762518501	45	0.0607	0.305218709248504	Type II diabetes mellitus	1809
1842	182	42.9628886810852	182	0.0609	0.305218709248504	mRNA Splicing*	993
1389	84	28.5925060139598	84	0.061	0.305218709248504	Post-translational modification: synthesis of GPI-anchored proteins	1233
1275	10	7.31924940668367	10	0.0614	0.305764123770508	Netrin mediated repulsion signals	1041
1200	92	26.4994828808897	92	0.0622	0.30828694557717	Metabolism of nucleotides	942
1722	24	12.3097499320667	24	0.0628	0.309361212507843	TRAF6 mediated NF-kB activation	1748
807	65	21.9525777100567	65	0.0632	0.309361212507843	Cytosolic sensors of pathogen-associated DNA	355
449	12	7.82618426915281	12	0.0633	0.309361212507843	Circadian rhythm pathway	288
893	93	27.4606057032018	93	0.064	0.311334202512135	EPH-Ephrin signaling	481
1112	66	23.4543152007797	66	0.0657	0.314748265073774	Integrin cell surface interactions	814
850	79	25.2581450929872	79	0.0658	0.314748265073774	Degradation of beta-catenin by the destruction complex	387
1404	20	11.0265935572437	20	0.0659	0.314748265073774	Processing of Intronless Pre-mRNAs	1256
1501	16	10.583685752754	16	0.0659	0.314748265073774	Regulation of TLR by endogenous ligand	1363
926	29	13.2942598650866	29	0.0668	0.317603149123805	FCERI mediated Ca+2 mobilization	537
230	44	16.8999546801513	44	0.0676	0.319937776606221	Hedgehog signaling pathway	706
1839	56	19.6654609393104	56	0.0679	0.319937776606221	mRNA 3'-end processing	988
1756	142	35.5149910104371	142	0.0687	0.322078616566222	Toll-Like Receptors Cascades	1731
310	93	28.7035150250103	93	0.0694	0.322078616566222	Pancreatic secretion	1143
351	199	43.5465300366935	199	0.0696	0.322078616566222	Regulation of actin cytoskeleton	1322
654	20	11.3335772930052	20	0.0697	0.322078616566222	Aflatoxin activation and detoxification	68
998	422	77.8347600086012	422	0.0701	0.322078616566222	GPCR ligand binding	682
1634	32	13.9280770158757	32	0.0704	0.322078616566222	Signaling by NOTCH2	1547
1692	19	9.95615512510342	19	0.0705	0.322078616566222	Synthesis, secretion, and deacylation of Ghrelin	1664
1258	15	8.81843706409658	15	0.0716	0.325687922238344	NRIF signals cell death from the nucleus	1085
602	11	7.80601607583906	11	0.0721	0.326548648723262	ATF6 (ATF6-alpha) activates chaperone genes	146
954	82	24.4408276166497	82	0.0738	0.330875391818748	Fcgamma receptor (FCGR) dependent phagocytosis	540
1304	13	8.8391711635996	13	0.0738	0.330875391818748	Nucleotide-like (purinergic) receptors	1098
528	63	20.3904406089599	63	0.074	0.330875391818748	Regulation of Telomerase	1362
1138	53	19.0379940474902	53	0.0745	0.331699548915869	Ion transport by P-type ATPases	843
247	102	27.2818708552521	102	0.0749	0.331932412040265	Insulin resistance	808
974	183	40.8942755004059	183	0.0753	0.331932412040265	G alpha (q) signalling events	589
170	126	31.0837272128644	126	0.0755	0.331932412040265	Dopaminergic synapse	430
745	69	21.7773304017082	69	0.0763	0.334051870101693	Cell death signalling via NRAGE, NRIF and NADE	246
552	38	14.8118507799911	38	0.0775	0.337804042250512	Signaling events regulated by Ret tyrosine kinase	1574
466	100	26.4040343963655	100	0.0778	0.337804042250512	ErbB1 downstream signaling	499
340	20	10.1761888231272	20	0.0795	0.343077162617665	Proximal tubule bicarbonate reclamation	1277
366	61	19.6466466629271	61	0.0801	0.343077162617665	Shigellosis	1499
1376	13	7.8885595957701	13	0.0802	0.343077162617665	Platelet Adhesion to exposed collagen	1215
32	10	7.02829144200042	10	0.0805	0.343077162617665	melatonin degradation I*	924
779	39	16.8699896850435	39	0.0808	0.343077162617665	Collagen degradation	308
473	37	14.3103190683416	37	0.0813	0.343077162617665	FOXM1 transcription factor network	578
1405	11	7.14981017745202	11	0.0813	0.343077162617665	Processive synthesis on the C-strand of the telomere	1257
1418	12	7.35435992577517	12	0.082	0.344646962180934	Purine salvage	1286
165	43	16.6342155894812	43	0.0826	0.345128730324347	Cysteine and methionine metabolism	349
784	11	7.13608234210471	11	0.083	0.345128730324347	Condensation of Prometaphase Chromosomes	316
1204	30	12.8958643115057	30	0.0831	0.345128730324347	Metabolism of steroid hormones	946
603	12	7.66235846759321	12	0.0835	0.345424684824611	ATF6 (ATF6-alpha) activates chaperones	147
1361	45	18.6325836733659	45	0.0851	0.350115745788381	Phase 0 - rapid depolarisation	1172
1177	10	6.56874129235659	10	0.0857	0.350115745788381	MASTL Facilitates Mitotic Progression	916
1661	41	15.0450231138858	41	0.0859	0.350115745788381	Sphingolipid de novo biosynthesis	1594
1328	21	10.6095988873242	21	0.0863	0.350115745788381	PI-3K cascade:FGFR1	1193
1558	21	10.5402936436569	21	0.0863	0.350115745788381	SHC-mediated cascade:FGFR1	1492
439	69	20.5845874699996	69	0.0877	0.351510873429843	CDC42 signaling events	235
1793	68	21.7008006929955	68	0.0878	0.351510873429843	Triglyceride Biosynthesis	1793
1846	15	8.20531363086847	15	0.0878	0.351510873429843	mRNA decay by 5' to 3' exoribonuclease	991
911	27	12.059330817049	27	0.0888	0.351510873429843	Endogenous sterols	471
84	14	9.17612252836952	11	0.089	0.351510873429843	Murine Gammaherpesvirus (dsDNA)	1003
1265	33	13.4496028438641	33	0.089	0.351510873429843	Negative regulation of FGFR2 signaling	1030
1623	500	79.0235108765589	500	0.0893	0.351510873429843	Signaling by Interleukins	1535
646	17	10.6291115704823	17	0.0898	0.351510873429843	Acyl chain remodelling of PI	51
1129	27	12.5506223979872	27	0.0903	0.351510873429843	Interleukin-7 signaling	832
1255	21	9.94282280762729	21	0.0908	0.351510873429843	NOTCH2 Activation and Transmission of Signal to the Nucleus	1082
1670	19	9.29852056345053	19	0.0908	0.351510873429843	Syndecan interactions	1637
1118	196	45.4460721495485	196	0.0917	0.351510873429843	Interferon Signaling	823
905	14	7.74371051577017	14	0.0921	0.351510873429843	Early Phase of HIV Life Cycle	455
342	100	25.5840315566897	100	0.0922	0.351510873429843	Pyrimidine metabolism (KEGG)	1291
1104	14	7.82518840047548	14	0.0922	0.351510873429843	InlB-mediated entry of Listeria monocytogenes into host cell	799
1617	40	14.8550905150348	40	0.0926	0.351510873429843	Signaling by FGFR4	1528
1054	28	12.0312401448111	28	0.0928	0.351510873429843	HS-GAG biosynthesis	745
1176	86	24.2187627048529	86	0.093	0.351510873429843	MAPK6/MAPK4 signaling	915
1363	26	12.9335568832082	26	0.093	0.351510873429843	Phase 2 - plateau phase	1174
1187	86	30.8194363479012	86	0.0935	0.352134047599411	Meiotic recombination	920
414	30	12.1819543677857	30	0.0942	0.353503308334538	beta-Alanine metabolism	176
1287	43	15.3743612349689	43	0.0954	0.355840089174442	Non-integrin membrane-ECM interactions	1067
1146	32	13.1765212985348	32	0.0955	0.355840089174442	Keratan sulfate/keratin metabolism	862
1344	64	21.49210033938	64	0.0973	0.361265937906197	PKMTs methylate histone lysines	1211
662	24	11.4287875045006	24	0.0984	0.363523646459564	Antigen Presentation: Folding, assembly and peptide loading of class I MHC	102
813	26	10.8747380104505	26	0.0986	0.363523646459564	DARPP-32 events	365
973	234	48.2287851235152	234	0.0995	0.364756321352286	G alpha (i) signalling events	588
1319	34	12.8233606270818	34	0.0999	0.364756321352286	Ovarian tumor domain proteases	1122
57	11	6.64181199360873	11	0.1	0.364756321352286	superpathway of steroid hormone biosynthesis	1632
1753	88	23.0570443153768	88	0.1007	0.364756321352286	Toll Like Receptor 9 (TLR9) Cascade*	1727
542	30	11.7263659454941	30	0.1014	0.364756321352286	Signaling events mediated by HDAC Class II	1565
138	39	13.6589765544601	39	0.1019	0.364756321352286	Bladder cancer	192
945	19	9.03823599741097	19	0.1023	0.364756321352286	FRS-mediated FGFR3 signaling	583
1103	12	6.74460926988891	12	0.1024	0.364756321352286	Initiation of Nuclear Envelope Reformation*	798
1677	31	12.7314965276329	31	0.1024	0.364756321352286	Synthesis of PA	1655
1655	451	69.2034695149027	451	0.1025	0.364756321352286	Signalling by NGF	1577
177	94	23.3038572247007	94	0.1031	0.364756321352286	Endocrine resistance	469
457	69	20.0190423741734	69	0.1031	0.364756321352286	E2F transcription factor network	452
1145	12	7.31175461923712	12	0.1045	0.368290660296128	Keratan sulfate degradation	861
1620	132	29.9078611290381	132	0.1048	0.368290660296128	Signaling by Hedgehog	1531
1647	33	12.5664317679529	33	0.1053	0.368814279650938	Signaling by WNT in cancer	1562
927	252	45.1258136493629	252	0.1075	0.371197359833402	FCERI mediated MAPK activation	538
171	28	11.0144292338258	28	0.1078	0.371197359833402	Dorso-ventral axis formation	431
483	40	13.4953047042098	40	0.1079	0.371197359833402	IFN-gamma pathway	762
273	10	6.09523420577845	10	0.108	0.371197359833402	Methionine degradation	953
902	74	26.9408928561698	74	0.1081	0.371197359833402	ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	504
946	21	9.67516411976323	21	0.1081	0.371197359833402	FRS-mediated FGFR4 signaling	584
1053	32	12.324264453096	32	0.1092	0.373753160703086	HIV elongation arrest and recovery*	732
1001	16	7.85364791510313	16	0.11	0.374845403855324	GRB2 events in ERBB2 signaling	686
1002	15	7.91763526573164	15	0.112	0.374845403855324	GRB2:SOS provides linkage to MAPK signaling for Integrins	687
1497	21	10.145139779243	21	0.1121	0.374845403855324	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	1344
1048	37	13.0876583109727	37	0.1122	0.374845403855324	HDR through Single Strand Annealing (SSA)	701
